TaxID,Chromosomes/RefSeq,,,,,,,,,,,,,
999541,NC_015376.1,NC_015381.1,,,,,,,,,,,,
994484,NC_015379.1,,,,,,,,,,,,,
1001585,NC_015410.1,,,,,,,,,,,,,
596154,NC_015422.1,,,,,,,,,,,,,
929506,NC_015425.1,,,,,,,,,,,,,
1007064,NC_015433.1,,,,,,,,,,,,,
1005058,NC_015460.1,,,,,,,,,,,,,
342949,NC_015474.1,,,,,,,,,,,,,
861208,NC_015508.1,NC_015183.1,,,,,,,,,,,,
590998,NC_015514.1,,,,,,,,,,,,,
697281,NC_015520.1,,,,,,,,,,,,,
743720,NC_015556.1,,,,,,,,,,,,,
742013,NC_015563.1,,,,,,,,,,,,,
443218,NC_015564.1,,,,,,,,,,,,,
868595,NC_015565.1,,,,,,,,,,,,,
768490,NC_015566.1,,,,,,,,,,,,,
768492,NC_015567.1,,,,,,,,,,,,,
857087,NC_015572.1,,,,,,,,,,,,,
760568,NC_015573.1,,,,,,,,,,,,,
545695,NC_015577.1,,,,,,,,,,,,,
545694,NC_015578.1,,,,,,,,,,,,,
702113,NC_015580.1,,,,,,,,,,,,,
696281,NC_015589.1,,,,,,,,,,,,,
693982,NC_015591.1,NC_015590.1,NC_015596.1,,,,,,,,,,,
690566,NC_015593.1,NC_015594.1,,,,,,,,,,,,
650150,NC_015601.1,,,,,,,,,,,,,
941639,NC_015634.1,,,,,,,,,,,,,
1032480,NC_015635.1,,,,,,,,,,,,,
656024,NC_015656.1,,,,,,,,,,,,,
536019,NC_015675.1,,,,,,,,,,,,,
679901,NC_015676.1,,,,,,,,,,,,,
365046,NC_015677.1,,,,,,,,,,,,,
945712,NC_015683.1,,,,,,,,,,,,,
504832,NC_015684.1,,,,,,,,,,,,,
991791,NC_015687.1,,,,,,,,,,,,,
1036673,NC_015690.1,,,,,,,,,,,,,
573569,NC_015696.1,,,,,,,,,,,,,
688269,NC_015707.1,,,,,,,,,,,,,
717785,NC_015717.1,,,,,,,,,,,,,
1042878,NC_015726.1,NC_015723.1,,,,,,,,,,,,
1042876,NC_015733.1,,,,,,,,,,,,,
979982,NC_015734.1,,,,,,,,,,,,,
96563,NC_015740.1,,,,,,,,,,,,,
1051632,NC_015757.1,,,,,,,,,,,,,
572418,NC_015758.1,,,,,,,,,,,,,
860228,NC_015846.1,,,,,,,,,,,,,
1053692,NC_015847.1,,,,,,,,,,,,,
1005048,NC_015856.1,,,,,,,,,,,,,
520461,NC_015857.1,NC_015858.1,,,,,,,,,,,,
858619,NC_015859.1,,,,,,,,,,,,,
743299,NC_015942.1,,,,,,,,,,,,,
868597,NC_015947.1,,,,,,,,,,,,,
862751,NC_015953.1,,,,,,,,,,,,,
653045,NC_015957.1,,,,,,,,,,,,,
640513,NC_015968.1,,,,,,,,,,,,,
627192,NC_015976.1,,,,,,,,,,,,,
1034807,NC_016001.1,,,,,,,,,,,,,
748280,NC_016002.1,,,,,,,,,,,,,
345219,NC_016023.1,,,,,,,,,,,,,
981222,NC_016024.1,NC_016025.1,,,,,,,,,,,,
856793,NC_016026.1,,,,,,,,,,,,,
1052585,NC_016047.1,,,,,,,,,,,,,
768679,NC_016070.1,,,,,,,,,,,,,
452652,NC_016109.1,,,,,,,,,,,,,
1003195,NC_016111.1,,,,,,,,,,,,,
591167,NC_016114.1,,,,,,,,,,,,,
1045855,NC_016147.2,,,,,,,,,,,,,
580340,NC_016148.1,,,,,,,,,,,,,
573729,NC_016472.1,NC_016473.1,NC_016474.1,NC_016475.1,NC_016476.1,NC_016477.1,NC_016478.1,,,,,,,
1041826,NC_016510.2,,,,,,,,,,,,,
1045856,NC_016514.1,,,,,,,,,,,,,
749414,NC_016582.1,,,,,,,,,,,,,
768706,NC_016584.1,,,,,,,,,,,,,
871585,NC_016603.1,,,,,,,,,,,,,
710685,NC_016604.1,,,,,,,,,,,,,
700598,NC_016609.1,,,,,,,,,,,,,
1006551,NC_016612.1,,,,,,,,,,,,,
640081,NC_016616.1,,,,,,,,,,,,,
1064539,NC_016617.1,,,,,,,,,,,,,
862908,NC_016620.1,,,,,,,,,,,,,
862719,NC_016622.1,,,,,,,,,,,,,
1097668,NC_016625.1,NC_016589.1,NC_016590.1,,,,,,,,,,,
720554,NC_016627.1,,,,,,,,,,,,,
690850,NC_016629.1,,,,,,,,,,,,,
682795,NC_016631.1,,,,,,,,,,,,,
985665,NC_016641.1,,,,,,,,,,,,,
334406,NC_016771.1,,,,,,,,,,,,,
347495,NC_016779.1,,,,,,,,,,,,,
1114958,NC_016784.1,,,,,,,,,,,,,
698971,NC_016790.1,,,,,,,,,,,,,
698973,NC_016800.1,,,,,,,,,,,,,
698963,NC_016801.1,,,,,,,,,,,,,
933093,NC_016811.1,,,,,,,,,,,,,
1117943,NC_016812.1,,,,,,,,,,,,,
1123863,NC_016816.1,,,,,,,,,,,,,
1069533,NC_016826.1,,,,,,,,,,,,,
1114970,NC_016830.1,,,,,,,,,,,,,
1081093,NC_016831.1,,,,,,,,,,,,,
1132507,NC_016832.1,,,,,,,,,,,,,
1125630,NC_016845.1,,,,,,,,,,,,,
568708,NC_016854.1,,,,,,,,,,,,,
588858,NC_016856.1,,,,,,,,,,,,,
909946,NC_016857.1,,,,,,,,,,,,,
718274,NC_016860.1,,,,,,,,,,,,,
990282,NC_016863.1,,,,,,,,,,,,,
679936,NC_016884.1,,,,,,,,,,,,,
-,NC_016884.1,,,,,,,,,,,,,
1127134,NC_016887.1,,,,,,,,,,,,,
-,NC_016888.1,,,,,,,,,,,,,
931626,NC_016894.1,,,,,,,,,,,,,
1112204,NC_016906.1,,,,,,,,,,,,,
1116391,NC_016935.1,,,,,,,,,,,,,
1146883,NC_016943.1,,,,,,,,,,,,,
487521,NC_016946.1,,,,,,,,,,,,,
1138382,NC_016947.1,,,,,,,,,,,,,
1138383,NC_016948.1,,,,,,,,,,,,,
1144275,NC_017030.1,,,,,,,,,,,,,
1117942,NC_017031.1,,,,,,,,,,,,,
1041930,NC_017034.1,,,,,,,,,,,,,
1008297,NC_017046.1,,,,,,,,,,,,,
1151116,NC_017047.1,,,,,,,,,,,,,
1150469,NC_017059.1,,,,,,,,,,,,,
1155777,NC_017061.1,,,,,,,,,,,,,
335659,NC_017082.1,,,,,,,,,,,,,
512565,NC_017093.1,,,,,,,,,,,,,
1162668,NC_017094.1,,,,,,,,,,,,,
771875,NC_017095.1,,,,,,,,,,,,,
634453,NC_017100.1,,,,,,,,,,,,,
634459,NC_017108.1,,,,,,,,,,,,,
634457,NC_017111.1,,,,,,,,,,,,,
634454,NC_017121.1,,,,,,,,,,,,,
-,NC_017121.1,,,,,,,,,,,,,
634455,NC_017125.1,,,,,,,,,,,,,
1006007,NC_017138.1,,,,,,,,,,,,,
634456,NC_017146.1,,,,,,,,,,,,,
634458,NC_017150.1,,,,,,,,,,,,,
608538,NC_017161.1,,,,,,,,,,,,,
1035377,NC_017168.1,,,,,,,,,,,,,
713604,NC_017186.1,,,,,,,,,,,,,
999891,NC_017188.1,,,,,,,,,,,,,
1001582,NC_017190.1,,,,,,,,,,,,,
1034836,NC_017191.1,,,,,,,,,,,,,
1052588,NC_017195.1,,,,,,,,,,,,,
645657,NC_017196.2,NC_017196.2,,,,,,,,,,,,
930170,NC_017200.1,,,,,,,,,,,,,
541229,NC_017208.1,,,,,,,,,,,,,
703352,NC_017246.1,NC_017247.1,,,,,,,,,,,,
1037409,NC_017249.1,,,,,,,,,,,,,
930943,NC_017275.1,,,,,,,,,,,,,
930945,NC_017276.1,,,,,,,,,,,,,
863638,NC_017295.1,,,,,,,,,,,,,
941968,NC_017299.1,,,,,,,,,,,,,
679896,NC_017300.1,,,,,,,,,,,,,
-,NC_017300.1,,,,,,,,,,,,,
573059,NC_017310.1,,,,,,,,,,,,,
945711,NC_017317.1,,,,,,,,,,,,,
698936,NC_017322.1,,,,,,,,,,,,,
707241,NC_017325.1,,,,,,,,,,,,,
759362,NC_017384.1,,,,,,,,,,,,,
644651,NC_017390.1,,,,,,,,,,,,,
215689,NC_017445.1,,,,,,,,,,,,,
676032,NC_017449.1,,,,,,,,,,,,,
984129,NC_017450.1,,,,,,,,,,,,,
663917,NC_017454.1,,,,,,,,,,,,,
563174,NC_017529.1,,,,,,,,,,,,,
931281,NC_017530.1,,,,,,,,,,,,,
932677,NC_017531.1,,,,,,,,,,,,,
996285,NC_017532.1,,,,,,,,,,,,,
1030009,NC_017537.1,,,,,,,,,,,,,
1052684,NC_017542.1,,,,,,,,,,,,,
393133,NC_017544.1,,,,,,,,,,,,,
393130,NC_017545.1,,,,,,,,,,,,,
393126,NC_017546.1,,,,,,,,,,,,,
393127,NC_017547.1,,,,,,,,,,,,,
941193,NC_017548.1,,,,,,,,,,,,,
1089456,NC_017549.1,,,,,,,,,,,,,
573825,NC_017552.1,NC_017551.1,,,,,,,,,,,,
1095774,NC_017554.1,,,,,,,,,,,,,
859655,NC_017559.1,,,,,,,,,,,,,
399804,NC_017566.1,,,,,,,,,,,,,
768493,NC_017573.1,,,,,,,,,,,,,
1031711,NC_017574.1,,,,,,,,,,,,,
1003195,NC_017586.1,,,,,,,,,,,,,
566546,NC_017635.1,,,,,,,,,,,,,
1033813,NC_017644.1,,,,,,,,,,,,,
885276,NC_017651.1,,,,,,,,,,,,,
566546,NC_017664.1,,,,,,,,,,,,,
866895,NC_017668.1,,,,,,,,,,,,,
1163399,NC_017671.1,,,,,,,,,,,,,
997761,NC_017672.3,,,,,,,,,,,,,
768494,NC_017729.1,,,,,,,,,,,,,
1127744,NC_017743.1,,,,,,,,,,,,,
1133850,NC_017765.1,,,,,,,,,,,,,
929556,NC_017770.1,,,,,,,,,,,,,
745776,NC_017790.1,,,,,,,,,,,,,
134676,NC_017803.1,,,,,,,,,,,,,
1166016,NC_017845.1,,,,,,,,,,,,,
1037911,NC_017911.1,,,,,,,,,,,,,
1126211,NC_017912.1,,,,,,,,,,,,,
416344,NC_017921.1,NC_017922.1,NC_017920.1,,,,,,,,,,,
477641,NC_017955.1,,,,,,,,,,,,,
1036672,NC_017964.1,,,,,,,,,,,,,
231023,NC_017986.1,,,,,,,,,,,,,
1185652,NC_018000.1,,,,,,,,,,,,,
760154,NC_018002.1,,,,,,,,,,,,,
926566,NC_018014.1,,,,,,,,,,,,,
756499,NC_018017.1,,,,,,,,,,,,,
710421,NC_018027.1,,,,,,,,,,,,,
1196835,NC_018028.1,,,,,,,,,,,,,
1002809,NC_018065.1,,,,,,,,,,,,,
646529,NC_018068.1,,,,,,,,,,,,,
1104326,NC_018079.1,,,,,,,,,,,,,
1093787,NC_018080.1,,,,,,,,,,,,,
91891,NC_018139.1,,,,,,,,,,,,,
91891,NC_018140.1,,,,,,,,,,,,,
83332,NC_018143.2,,,,,,,,,,,,,
1198627,NC_018150.2,NC_018150.2,,,,,,,,,,,,
1123519,NC_018177.1,,,,,,,,,,,,,
1196325,NC_018220.1,,,,,,,,,,,,,
713604,NC_018266.1,,,,,,,,,,,,,
246196,NC_018289.1,,,,,,,,,,,,,
187303,NC_018485.1,,,,,,,,,,,,,
1217984,NC_018491.1,,,,,,,,,,,,,
1218175,NC_018500.1,,,,,,,,,,,,,
1217737,NC_018508.1,,,,,,,,,,,,,
1009846,NC_018513.1,NC_018514.1,,,,,,,,,,,,
768704,NC_018515.1,,,,,,,,,,,,,
1218933,NC_018525.1,,,,,,,,,,,,,
1229785,NC_018529.1,NC_018527.1,,,,,,,,,,,,
337191,NC_018581.1,,,,,,,,,,,,,
882095,NC_018584.1,,,,,,,,,,,,,
879088,NC_018585.1,,,,,,,,,,,,,
879089,NC_018586.1,,,,,,,,,,,,,
-,NC_018586.1,,,,,,,,,,,,,
932919,NC_018587.1,,,,,,,,,,,,,
932920,NC_018588.1,,,,,,,,,,,,,
882020,NC_018589.1,,,,,,,,,,,,,
863767,NC_018591.1,,,,,,,,,,,,,
879090,NC_018593.1,,,,,,,,,,,,,
1228997,NC_018609.1,,,,,,,,,,,,,
1218358,NC_018624.1,,,,,,,,,,,,,
882094,NC_018642.1,,,,,,,,,,,,,
1048260,NC_018649.1,,,,,,,,,,,,,
1128398,NC_018664.1,,,,,,,,,,,,,
1229205,NC_018672.1,NC_018695.1,,,,,,,,,,,,
1133849,NC_018681.1,,,,,,,,,,,,,
1195464,NC_018693.1,,,,,,,,,,,,,
1230587,NC_018700.1,,,,,,,,,,,,,
698758,NC_018704.1,,,,,,,,,,,,,
358220,NC_018708.1,,,,,,,,,,,,,
1201032,NC_018709.2,,,,,,,,,,,,,
-,NC_018709.2,,,,,,,,,,,,,
953739,NC_018750.1,,,,,,,,,,,,,
1147129,NC_018866.1,,,,,,,,,,,,,
1131462,NC_018867.1,,,,,,,,,,,,,
1094980,NC_018876.1,,,,,,,,,,,,,
527021,NC_018877.1,,,,,,,,,,,,,
568707,NC_019382.1,,,,,,,,,,,,,
1069642,NC_019567.1,,,,,,,,,,,,,
1207075,NC_019670.1,,,,,,,,,,,,,
1179773,NC_019673.1,,,,,,,,,,,,,
317936,NC_019676.1,,,,,,,,,,,,,
373994,NC_019678.1,,,,,,,,,,,,,
195253,NC_019680.1,,,,,,,,,,,,,
111781,NC_019683.1,,,,,,,,,,,,,
118163,NC_019689.1,,,,,,,,,,,,,
56110,NC_019693.1,,,,,,,,,,,,,
251229,NC_019695.1,,,,,,,,,,,,,
82654,NC_019701.1,,,,,,,,,,,,,
1173263,NC_019702.1,,,,,,,,,,,,,
1173025,NC_019703.1,,,,,,,,,,,,,
179408,NC_019729.1,,,,,,,,,,,,,
1173027,NC_019738.1,,,,,,,,,,,,,
1173026,NC_019745.1,,,,,,,,,,,,,
111780,NC_019748.1,,,,,,,,,,,,,
56107,NC_019757.1,,,,,,,,,,,,,
755178,NC_019776.1,,,,,,,,,,,,,
292563,NC_019778.1,,,,,,,,,,,,,
13035,NC_019780.1,,,,,,,,,,,,,
937777,NC_019793.1,,,,,,,,,,,,,
-,NC_019793.1,,,,,,,,,,,,,
1225788,NC_019842.1,,,,,,,,,,,,,
1235461,NC_019845.1,,,,,,,,,,,,,
886293,NC_019892.1,,,,,,,,,,,,,
717605,NC_019897.1,,,,,,,,,,,,,
871963,NC_019903.1,,,,,,,,,,,,,
644801,NC_019936.1,,,,,,,,,,,,,
754035,NC_019973.1,,,,,,,,,,,,,
698761,NC_020059.1,,,,,,,,,,,,,
1138877,NC_020089.1,,,,,,,,,,,,,
1278073,NC_020126.1,,,,,,,,,,,,,
1121335,NC_020134.1,,,,,,,,,,,,,
1194526,NC_020164.1,,,,,,,,,,,,,
1104325,NC_020207.1,,,,,,,,,,,,,
1282356,NC_020209.1,,,,,,,,,,,,,
1233873,NC_020210.1,,,,,,,,,,,,,
435998,NC_020211.1,,,,,,,,,,,,,
1279365,NC_020238.1,,,,,,,,,,,,,
1233100,NC_020244.1,,,,,,,,,,,,,
1091041,NC_020272.1,,,,,,,,,,,,,
931276,NC_020291.1,,,,,,,,,,,,,
1121362,NC_020302.1,,,,,,,,,,,,,
1286404,NC_020376.1,,,,,,,,,,,,,
1193807,NC_020386.1,,,,,,,,,,,,,
1193806,NC_020387.1,,,,,,,,,,,,,
543913,NC_020417.1,,,,,,,,,,,,,
1124991,NC_020418.1,,,,,,,,,,,,,
1245469,NC_020453.1,,,,,,,,,,,,,
1214101,NC_020504.1,,,,,,,,,,,,,
1121353,NC_020506.1,,,,,,,,,,,,,
1147161,NC_020507.1,,,,,,,,,,,,,
748247,NC_020516.1,,,,,,,,,,,,,
1204414,NC_020519.1,,,,,,,,,,,,,
1313172,NC_020520.1,,,,,,,,,,,,,
1286640,NC_020528.1,,,,,,,,,,,,,
666685,NC_020541.1,,,,,,,,,,,,,
745310,NC_020561.1,,,,,,,,,,,,,
1262456,NC_020799.1,,,,,,,,,,,,,
349215,NC_020812.1,,,,,,,,,,,,,
1184267,NC_020813.1,,,,,,,,,,,,,
1294143,NC_020829.1,,,,,,,,,,,,,
1302650,NC_020832.1,,,,,,,,,,,,,
1121335,NC_020887.2,,,,,,,,,,,,,
1203460,NC_020895.1,,,,,,,,,,,,,
1280938,NC_020912.1,,,,,,,,,,,,,
457425,NC_020990.1,,,,,,,,,,,,,
717962,NC_021009.1,,,,,,,,,,,,,
718255,NC_021012.1,,,,,,,,,,,,,
657313,NC_021015.1,,,,,,,,,,,,,
657309,NC_021017.1,,,,,,,,,,,,,
1265601,NC_021055.1,,,,,,,,,,,,,
1241935,NC_021058.1,,,,,,,,,,,,,
1286170,NC_021066.1,,,,,,,,,,,,,
1283330,NC_021149.1,,,,,,,,,,,,,
1283331,NC_021150.1,,,,,,,,,,,,,
666686,NC_021171.1,,,,,,,,,,,,,
670307,NC_021172.1,,,,,,,,,,,,,
1249661,NC_021174.1,NC_021173.1,,,,,,,,,,,,
527001,NC_021176.1,,,,,,,,,,,,,
-,NC_021177.1,,,,,,,,,,,,,
1303692,NC_021177.1,,,,,,,,,,,,,
86416,NC_021182.1,,,,,,,,,,,,,
767817,NC_021184.1,,,,,,,,,,,,,
649831,NC_021191.1,,,,,,,,,,,,,
1199187,NC_021200.1,,,,,,,,,,,,,
1124983,NC_021237.1,,,,,,,,,,,,,
766760,NC_021362.1,,,,,,,,,,,,,
1303518,NC_021487.1,,,,,,,,,,,,,
1331671,NC_021491.1,,,,,,,,,,,,,
1166130,NC_021500.1,,,,,,,,,,,,,
1340851,NC_021577.1,,,,,,,,,,,,,
682634,NC_021591.1,,,,,,,,,,,,,
333146,NC_021592.1,,,,,,,,,,,,,
1254432,NC_021658.1,,,,,,,,,,,,,
1348660,NC_021659.1,,,,,,,,,,,,,
1200352,NC_021663.1,,,,,,,,,,,,,
1096995,NC_021726.1,,,,,,,,,,,,,
1096997,NC_021729.1,,,,,,,,,,,,,
1096996,NC_021733.1,,,,,,,,,,,,,
1346614,NC_021741.1,,,,,,,,,,,,,
930781,NC_021829.1,,,,,,,,,,,,,
930782,NC_021830.1,,,,,,,,,,,,,
754503,NC_021831.1,,,,,,,,,,,,,
877468,NC_021902.1,,,,,,,,,,,,,
1328306,NC_021905.1,,,,,,,,,,,,,
1214242,NC_021985.1,,,,,,,,,,,,,
1266738,NC_022000.1,,,,,,,,,,,,,
1367847,NC_022041.1,,,,,,,,,,,,,
1345697,NC_022080.4,,,,,,,,,,,,,
1150476,NC_022081.1,,,,,,,,,,,,,
1136179,NC_022115.1,,,,,,,,,,,,,
1221524,NC_022116.1,,,,,,,,,,,,,
1246301,NC_022247.1,NC_022234.1,,,,,,,,,,,,
1194085,NC_022443.1,,,,,,,,,,,,,
1366050,NC_022515.1,NC_022514.1,NC_022513.1,,,,,,,,,,,
1244085,NC_022566.1,,,,,,,,,,,,,
1345695,NC_022571.1,,,,,,,,,,,,,
1412898,NC_022653.1,,,,,,,,,,,,,
1246995,NC_022657.1,,,,,,,,,,,,,
1358410,NC_022660.1,,,,,,,,,,,,,
557599,NC_022663.1,,,,,,,,,,,,,
69328,NC_022738.1,,,,,,,,,,,,,
1415784,NC_022781.1,,,,,,,,,,,,,
1343740,NC_022785.1,,,,,,,,,,,,,
1399115,NC_022794.1,,,,,,,,,,,,,
1219084,NC_022795.1,,,,,,,,,,,,,
529122,NC_022873.1,,,,,,,,,,,,,
1416914,NC_022904.1,NC_022904.1,,,,,,,,,,,,
1388758,NC_022964.1,,,,,,,,,,,,,
1029756,NC_022997.1,,,,,,,,,,,,,
1415629,NC_023019.1,,,,,,,,,,,,,
700508,NC_023036.2,NC_023036.2,,,,,,,,,,,,
1429244,NC_023037.1,,,,,,,,,,,,,
1216976,NC_023061.1,,,,,,,,,,,,,
1415630,NC_023064.1,,,,,,,,,,,,,
1415165,NC_023073.1,,,,,,,,,,,,,
1435044,NC_023075.1,,,,,,,,,,,,,
1435058,NC_023076.1,,,,,,,,,,,,,
1427342,NC_023149.1,,,,,,,,,,,,,
527021,NZ_CM000747.1,,,,,,,,,,,,,
355249,NZ_CM001165.1,,,,,,,,,,,,,
1260626,NZ_CM001763.1,,,,,,,,,,,,,
313624,NZ_CM001793.1,,,,,,,,,,,,,
1300225,NZ_CM002025.1,NZ_CM002024.1,,,,,,,,,,,,
1219375,NZ_CM002139.1,,,,,,,,,,,,,
931223,NZ_CM002177.1,,,,,,,,,,,,,
1457195,NZ_CM002755.1,,,,,,,,,,,,,
1394180,NZ_CM002757.1,,,,,,,,,,,,,
1289591,NZ_CM002793.1,,,,,,,,,,,,,
682633,NZ_CM002796.1,,,,,,,,,,,,,
-,NZ_CP003181.1,,,,,,,,,,,,,
1352355,NZ_CP006728.1,,,,,,,,,,,,,
1408273,NZ_CP006983.1,,,,,,,,,,,,,
93220,NZ_CP007506.1,,,,,,,,,,,,,
